lemma,poscode,surface
Ferraz de Vasconcelos,3,Ferraz de Vasconcelos
Nova Friburgo,3,Nova Friburgo
Barra Mansa,3,Barra Mansa
Nossa Senhora do Socorro,3,Nossa Senhora do Socorro
Teresópolis,3,Teresópolis
Guarapuava,3,Guarapuava
Ibirité,3,Ibirité
Araguaína,3,Araguaína
São José de Ribamar,3,São José de Ribamar
Mesquita,3,Mesquita
Jaraguá do Sul,3,Jaraguá do Sul
Francisco Morato,3,Francisco Morato
Itapecerica da Serra,3,Itapecerica da Serra
Itu,3,Itu
Linhares,3,Linhares
Palhoça,3,Palhoça
Timon,3,Timon
Bragança Paulista,3,Bragança Paulista
Pindamonhangaba,3,Pindamonhangaba
Poços de Caldas,3,Poços de Caldas
Ilhéus,3,Ilhéus
Valparaíso de Goiás,3,Valparaíso de Goiás
Caxias,3,Caxias
Nilópolis,3,Nilópolis
Itapetininga,3,Itapetininga
São Caetano do Sul,3,São Caetano do Sul
Teixeira de Freitas,3,Teixeira de Freitas
Maricá,3,Maricá
Lages,3,Lages
Camaragibe,3,Camaragibe
Abaetetuba,3,Abaetetuba
Jequié,3,Jequié
Barreiras,3,Barreiras
Paranaguá,3,Paranaguá
Parnaíba,3,Parnaíba
Franco da Rocha,3,Franco da Rocha
Patos de Minas,3,Patos de Minas
Alagoinhas,3,Alagoinhas
Mogi Guaçu,3,Mogi Guaçu
Queimados,3,Queimados
Pouso Alegre,3,Pouso Alegre
Jaú,3,Jaú
Porto Seguro,3,Porto Seguro
Rio das Ostras,3,Rio das Ostras
Botucatu,3,Botucatu
Araucária,3,Araucária
Atibaia,3,Atibaia
Sapucaia do Sul,3,Sapucaia do Sul
Teófilo Otoni,3,Teófilo Otoni
Sinop,3,Sinop
Garanhuns,3,Garanhuns
Balneário Camboriú,3,Balneário Camboriú
Toledo,3,Toledo
Vitória de Santo Antão,3,Vitória de Santo Antão
Santana de Parnaíba,3,Santana de Parnaíba
Barbacena,3,Barbacena
Cametá,3,Cametá
Santa Rita,3,Santa Rita
Sabará,3,Sabará
Varginha,3,Varginha
Apucarana,3,Apucarana
Araras,3,Araras
Simões Filho,3,Simões Filho
Brusque,3,Brusque
Crato,3,Crato
Pinhais,3,Pinhais
Araruama,3,Araruama
Resende,3,Resende
Campo Largo,3,Campo Largo
Cubatão,3,Cubatão
Santa Cruz do Sul,3,Santa Cruz do Sul
Marituba,3,Marituba
Cachoeirinha,3,Cachoeirinha
São Mateus,3,São Mateus
Itapipoca,3,Itapipoca
Ji-Paraná,3,Ji-Paraná
Conselheiro Lafaiete,3,Conselheiro Lafaiete
Valinhos,3,Valinhos
Maranguape,3,Maranguape
Uruguaiana,3,Uruguaiana
Bragança,3,Bragança
Itaguaí,3,Itaguaí
Vespasiano,3,Vespasiano
Trindade,3,Trindade
São Félix do Xingu,3,São Félix do Xingu
Sertãozinho,3,Sertãozinho
Jandira,3,Jandira
Guarapari,3,Guarapari
Ribeirão Pires,3,Ribeirão Pires
Codó,3,Codó
Birigui,3,Birigui
Barcarena,3,Barcarena
Colatina,3,Colatina
Barretos,3,Barretos
Votorantim,3,Votorantim
Catanduva,3,Catanduva
Arapongas,3,Arapongas
Guaratinguetá,3,Guaratinguetá
Bagé,3,Bagé
Paço do Lumiar,3,Paço do Lumiar
Várzea Paulista,3,Várzea Paulista
Tatuí,3,Tatuí
Caraguatatuba,3,Caraguatatuba
Santana,3,Santana
Formosa,3,Formosa
Três Lagoas,3,Três Lagoas
Itabira,3,Itabira
Itatiba,3,Itatiba
Bento Gonçalves,3,Bento Gonçalves
Salto,3,Salto
Almirante Tamandaré,3,Almirante Tamandaré
Paulo Afonso,3,Paulo Afonso
Araguari,3,Araguari
Poá,3,Poá
Igarassu,3,Igarassu
Ubá,3,Ubá
Passos,3,Passos
Novo Gama,3,Novo Gama
Altamira,3,Altamira
Parintins,3,Parintins
Ourinhos,3,Ourinhos
São Lourenço da Mata,3,São Lourenço da Mata
Eunápolis,3,Eunápolis
Senador Canedo,3,Senador Canedo
Tucuruí,3,Tucuruí
Paragominas,3,Paragominas
Açailândia,3,Açailândia
Piraquara,3,Piraquara
Corumbá,3,Corumbá
Umuarama,3,Umuarama
Coronel Fabriciano,3,Coronel Fabriciano
Muriaé,3,Muriaé
Patos,3,Patos
Paulínia,3,Paulínia
Catalão,3,Catalão
Ariquemes,3,Ariquemes
Santa Cruz do Capibaribe,3,Santa Cruz do Capibaribe
Cambé,3,Cambé
Araxá,3,Araxá
Erechim,3,Erechim
Tubarão,3,Tubarão
Bacabal,3,Bacabal
Ituiutaba,3,Ituiutaba
Japeri,3,Japeri
Assis,3,Assis
Tailândia,3,Tailândia
Itumbiara,3,Itumbiara
Lagarto,3,Lagarto
Iguatu,3,Iguatu
São Pedro da Aldeia,3,São Pedro da Aldeia
Lavras,3,Lavras
Itaperuna,3,Itaperuna
Leme,3,Leme
Breves,3,Breves
Tangará da Serra,3,Tangará da Serra
São Gonçalo do Amarante,3,São Gonçalo do Amarante
Itaituba,3,Itaituba
Santo Antônio de Jesus,3,Santo Antônio de Jesus
Itanhaém,3,Itanhaém
Caieiras,3,Caieiras
